message,label
Your scheduled payment of ₹2500 has been processed. Reference 49361.,0
Your reward is waiting. Submit your banking details immediately. Case 25993.,1
Click this link immediately to avoid account closure. Case 18177.,1
Your card will be blocked today. Confirm your PIN immediately. Case 74392.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 89826.,1
Your electricity bill payment of ₹5000 was processed. Reference 57916.,0
Your electricity bill payment of ₹250 was processed.,0
Your account balance has been updated after your transaction. Reference 97111.,0
Your transfer of ₹1000 has been completed successfully.,0
Your ATM withdrawal of ₹1000 was successful. Reference 97691.,0
Your mobile recharge of ₹10000 was successful. Reference 29750.,0
Your payment of ₹1500 to Supermarket was successful. Reference 87376.,0
Your deposit of ₹25000 has been credited to your account. Reference 65974.,0
Your electricity bill payment of ₹2500 was processed.,0
Your ATM withdrawal of ₹1000 was successful.,0
Your monthly account summary is available to view. Reference 29316.,0
Your payment of ₹750 to Electricity Board was successful. Reference 72193.,0
Your electricity bill payment of ₹5000 was processed. Reference 20986.,0
Your bank account is at risk. Provide your OTP now. Case 10012.,1
Your bank transfer to Travel Services is complete. Reference 41082.,0
Someone attempted a transaction. Give us your OTP to cancel it. Case 54658.,1
Your account statement for August is now available.,0
Send your OTP now to prevent your account from being suspended. Case 83272.,1
Your payment of ₹50000 to Mobile Service was successful. Reference 63849.,0
Click here to receive your refund immediately. Case 91219.,1
Send your OTP now to prevent your account from being suspended. Case 33593.,1
Your ATM withdrawal of ₹2500 was successful.,0
Your transfer of ₹750 has been completed successfully.,0
Send your OTP now to prevent your account from being suspended. Case 65897.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 80047.,1
Your bank transfer to City Bank is complete.,0
Your account will be permanently closed unless you update your KYC now. Case 84519.,1
Your ATM withdrawal of ₹25000 was successful. Reference 64396.,0
Your bank account is at risk. Provide your OTP now. Case 90997.,1
Your transaction history has been updated. Reference 55504.,0
Your account statement for June is now available.,0
Send your OTP now to prevent your account from being suspended. Case 68407.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 64162.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 46352.,1
Your mobile recharge of ₹25000 was successful. Reference 29480.,0
Your refund of ₹10000 has been processed. Reference 96781.,0
Someone attempted a transaction. Give us your OTP to cancel it. Case 40062.,1
Your bank account is at risk. Provide your OTP now. Case 76412.,1
Act now! Your account security check expires today. Case 21593.,1
Your recurring payment of ₹2500 was completed. Reference 59514.,0
Click this link immediately to avoid account closure. Case 62402.,1
Your account statement for March is now available. Reference 33942.,0
Your card payment at ABC Store for ₹10000 was approved.,0
Your payment of ₹1500 to City Bank was successful.,0
Your transaction reference TXN7352 has been completed. Reference 38574.,0
Your transfer of ₹5000 has been completed successfully.,0
Click this link immediately to avoid account closure. Case 75774.,1
Your card will be blocked today. Confirm your PIN immediately. Case 13655.,1
Your card payment at Supermarket for ₹750 was approved.,0
Your ATM withdrawal of ₹50000 was successful. Reference 90381.,0
Verify your PIN through this link to unlock your account. Case 66040.,1
Your card will be blocked today. Confirm your PIN immediately. Case 92157.,1
Your deposit of ₹1500 has been credited to your account. Reference 11715.,0
Your bank account is at risk. Provide your OTP now.,1
Urgent! Your account will be blocked unless you verify immediately. Case 94817.,1
Your transaction reference TXN7352 has been completed. Reference 28993.,0
Your bank transfer to Mobile Service is complete. Reference 12717.,0
Send your OTP now to prevent your account from being suspended. Case 28643.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 79501.,1
Your electricity bill payment of ₹10000 was processed. Reference 63296.,0
Your payment due date is 15 September.,0
Your payment of ₹1500 to Supermarket was successful.,0
Your payment failed. Enter your card details at this link to receive a refund. Case 16253.,1
Your refund of ₹10000 has been processed. Reference 51591.,0
Your reward is waiting. Submit your banking details immediately. Case 89058.,1
Your payment due date is 10 September. Reference 71564.,0
Your payment due date is 25 September. Reference 22182.,0
Your card payment at Mobile Service for ₹2500 was approved.,0
Urgent verification required. Failure to respond will result in account suspension. Case 29148.,1
Your account balance has been updated after your transaction. Reference 98716.,0
Congratulations! You won ₹5000. Pay a fee to claim your reward. Case 87718.,1
Your reward is waiting. Submit your banking details immediately. Case 99833.,1
Your card payment at Online Market for ₹250 was approved.,0
Your mobile recharge of ₹1500 was successful.,0
Your account balance has been updated after your transaction. Reference 90862.,0
Your account has suspicious activity. Send your banking password for verification. Case 51533.,1
Urgent! Your account will be blocked unless you verify immediately. Case 75459.,1
Your payment of ₹2500 to Mobile Service was successful. Reference 79193.,0
Your payment due date is 10 September. Reference 78126.,0
Your scheduled payment of ₹5000 has been processed.,0
Your account has been credited with ₹1000. Reference 87564.,0
Your deposit of ₹10000 has been credited to your account. Reference 89879.,0
Your card payment at City Bank for ₹25000 was approved.,0
Share the verification code you received to secure your account. Case 91937.,1
Your account will be permanently closed unless you update your KYC now. Case 75136.,1
Your account has been credited with ₹25000. Reference 79315.,0
Click this link immediately to avoid account closure. Case 99015.,1
Your account will be permanently closed unless you update your KYC now. Case 92312.,1
Your payment failed. Enter your card details at this link to receive a refund. Case 82764.,1
Your reward is waiting. Submit your banking details immediately. Case 99662.,1
Your ATM withdrawal of ₹250 was successful. Reference 61813.,0
Your electricity bill payment of ₹1000 was processed.,0
Security alert! Share your verification code to cancel the suspicious transaction. Case 53857.,1
Your card payment at Electricity Board for ₹50000 was approved.,0
Your card will be blocked today. Confirm your PIN immediately. Case 62286.,1
Your account has been credited with ₹10000.,0
Someone attempted a transaction. Give us your OTP to cancel it.,1
Your card will be blocked today. Confirm your PIN immediately. Case 89242.,1
Your account has been credited with ₹1500.,0
Someone attempted a transaction. Give us your OTP to cancel it. Case 16799.,1
Your payment due date is 15 September. Reference 28919.,0
Your reward is waiting. Submit your banking details immediately. Case 28623.,1
Your deposit of ₹10000 has been credited to your account. Reference 28156.,0
Your debit card transaction of ₹2500 was completed. Reference 13966.,0
Your KYC has expired. Verify your details now using the link. Case 45283.,1
Your electricity bill payment of ₹2500 was processed. Reference 74987.,0
Your KYC has expired. Verify your details now using the link. Case 34670.,1
Congratulations! You won ₹10000. Pay a fee to claim your reward. Case 41726.,1
Your scheduled payment of ₹25000 has been processed.,0
Your account balance has been updated after your transaction. Reference 60755.,0
Your reward is waiting. Submit your banking details immediately. Case 33580.,1
Your reward is waiting. Submit your banking details immediately. Case 50593.,1
Your account has been credited with ₹50000. Reference 24585.,0
Urgent verification required. Failure to respond will result in account suspension. Case 85303.,1
Your ATM withdrawal of ₹250 was successful.,0
Urgent verification required. Failure to respond will result in account suspension. Case 43708.,1
Your transaction history has been updated. Reference 83490.,0
Urgent verification required. Failure to respond will result in account suspension. Case 28554.,1
Click here to receive your refund immediately. Case 30214.,1
Your account statement for July is now available. Reference 43444.,0
Your loan payment of ₹750 has been received. Reference 12464.,0
Act now! Your account security check expires today. Case 86486.,1
Your recurring payment of ₹5000 was completed. Reference 99208.,0
Your ATM withdrawal of ₹10000 was successful. Reference 57060.,0
Your transfer of ₹25000 has been completed successfully. Reference 76932.,0
Your account will be permanently closed unless you update your KYC now. Case 37684.,1
Urgent! Your account will be blocked unless you verify immediately. Case 49062.,1
Your scheduled payment of ₹500 has been processed. Reference 46831.,0
Share the verification code you received to secure your account. Case 38910.,1
Your ATM withdrawal of ₹5000 was successful. Reference 33784.,0
Your debit card transaction of ₹2500 was completed.,0
Your debit card transaction of ₹1500 was completed. Reference 23014.,0
Your transfer of ₹1500 has been completed successfully.,0
Urgent! Your account will be blocked unless you verify immediately. Case 94066.,1
Share the verification code you received to secure your account. Case 60692.,1
Act now! Your account security check expires today. Case 51486.,1
Your transaction reference TXN7352 has been completed.,0
Your scheduled payment of ₹1000 has been processed. Reference 30446.,0
Your account balance has been updated after your transaction. Reference 57338.,0
Your mobile recharge of ₹500 was successful.,0
Your reward is waiting. Submit your banking details immediately. Case 63759.,1
Verify your PIN through this link to unlock your account. Case 75358.,1
Your payment due date is 15 September. Reference 94945.,0
Your mobile recharge of ₹500 was successful. Reference 73827.,0
Your transfer of ₹10000 has been completed successfully. Reference 51144.,0
Your payment due date is 25 September. Reference 28293.,0
Your transaction reference TXN9146 has been completed.,0
Your loan payment of ₹2500 has been received.,0
Your payment of ₹750 to Online Market was successful.,0
Your account has suspicious activity. Send your banking password for verification. Case 80499.,1
Act now! Your account security check expires today. Case 15279.,1
Your card will be blocked today. Confirm your PIN immediately. Case 57151.,1
Your mobile recharge of ₹10000 was successful. Reference 94835.,0
Your reward is waiting. Submit your banking details immediately. Case 53077.,1
Your transaction history has been updated. Reference 45830.,0
Click this link immediately to avoid account closure.,1
Congratulations! You won ₹5000. Pay a fee to claim your reward. Case 64328.,1
Your deposit of ₹5000 has been credited to your account.,0
Your payment of ₹2500 to Mobile Service was successful. Reference 34560.,0
Share the verification code you received to secure your account. Case 80165.,1
Urgent verification required. Failure to respond will result in account suspension. Case 92742.,1
Your reward is waiting. Submit your banking details immediately. Case 51515.,1
Your card payment at Mobile Service for ₹50000 was approved. Reference 18050.,0
Your payment failed. Enter your card details at this link to receive a refund. Case 12151.,1
Your bank account is at risk. Provide your OTP now. Case 70199.,1
Your scheduled payment of ₹10000 has been processed. Reference 23055.,0
Congratulations! You won ₹50000. Pay a fee to claim your reward. Case 55068.,1
Your refund of ₹500 has been processed. Reference 21050.,0
Your deposit of ₹250 has been credited to your account. Reference 70106.,0
Your card will be blocked today. Confirm your PIN immediately. Case 86637.,1
Your debit card transaction of ₹5000 was completed. Reference 53934.,0
Your payment of ₹1500 to Mobile Service was successful.,0
Your loan payment of ₹1500 has been received. Reference 74272.,0
Your account statement for March is now available. Reference 24334.,0
Your KYC has expired. Verify your details now using the link. Case 91618.,1
Your account statement for July is now available. Reference 31229.,0
Your ATM withdrawal of ₹250 was successful. Reference 40396.,0
Your loan payment of ₹50000 has been received. Reference 81372.,0
Your account has been credited with ₹2500.,0
Your mobile recharge of ₹25000 was successful.,0
Your transfer of ₹500 has been completed successfully. Reference 47173.,0
Your bank account is at risk. Provide your OTP now. Case 10683.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 51229.,1
Your bank account is at risk. Provide your OTP now. Case 47988.,1
Your recurring payment of ₹50000 was completed. Reference 30079.,0
Verify your PIN through this link to unlock your account. Case 23513.,1
Your account has suspicious activity. Send your banking password for verification. Case 60506.,1
Your bank transfer to Supermarket is complete. Reference 59969.,0
Your card payment at ABC Store for ₹250 was approved.,0
Your bank account is at risk. Provide your OTP now. Case 25807.,1
Your bank transfer to Mobile Service is complete. Reference 36504.,0
Your debit card transaction of ₹25000 was completed.,0
Your ATM withdrawal of ₹25000 was successful. Reference 35221.,0
Your bank account is at risk. Provide your OTP now. Case 55135.,1
Urgent verification required. Failure to respond will result in account suspension. Case 14206.,1
Congratulations! You won ₹5000. Pay a fee to claim your reward. Case 33908.,1
Your bank account is at risk. Provide your OTP now. Case 30789.,1
Your monthly account summary is available to view. Reference 90151.,0
Your refund of ₹750 has been processed.,0
Your electricity bill payment of ₹5000 was processed.,0
Your card payment at Mobile Service for ₹50000 was approved. Reference 39067.,0
Your transaction history has been updated. Reference 25493.,0
Your monthly account summary is available to view. Reference 43330.,0
Act now! Your account security check expires today. Case 31249.,1
Your account balance has been updated after your transaction. Reference 47294.,0
Your bank account is at risk. Provide your OTP now. Case 96960.,1
Your transaction history has been updated. Reference 31895.,0
Send your OTP now to prevent your account from being suspended. Case 34004.,1
Send your OTP now to prevent your account from being suspended. Case 12492.,1
Your refund of ₹250 has been processed.,0
Your reward is waiting. Submit your banking details immediately. Case 79033.,1
Your refund of ₹250 has been processed. Reference 15559.,0
Your electricity bill payment of ₹25000 was processed. Reference 41205.,0
Your recurring payment of ₹50000 was completed. Reference 78454.,0
Share the verification code you received to secure your account. Case 20029.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 29871.,1
Click this link immediately to avoid account closure. Case 93055.,1
Your card will be blocked today. Confirm your PIN immediately. Case 24683.,1
Your account will be permanently closed unless you update your KYC now. Case 77653.,1
Your account statement for June is now available. Reference 80571.,0
Your card payment at Online Market for ₹750 was approved. Reference 46935.,0
Send your OTP now to prevent your account from being suspended. Case 48761.,1
Your deposit of ₹50000 has been credited to your account. Reference 63131.,0
Your debit card transaction of ₹10000 was completed. Reference 49688.,0
Your account statement for May is now available. Reference 48970.,0
Your payment due date is 10 September. Reference 83051.,0
Your loan payment of ₹1000 has been received. Reference 25083.,0
Your card will be blocked today. Confirm your PIN immediately. Case 76770.,1
Your payment failed. Enter your card details at this link to receive a refund. Case 87441.,1
Click here to receive your refund immediately. Case 90960.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 93558.,1
Your ATM withdrawal of ₹5000 was successful. Reference 99327.,0
Your recurring payment of ₹500 was completed.,0
Your card will be blocked today. Confirm your PIN immediately. Case 88480.,1
Your payment due date is 20 September. Reference 61605.,0
Your account will be permanently closed unless you update your KYC now. Case 51149.,1
Verify your PIN through this link to unlock your account. Case 60768.,1
Click this link immediately to avoid account closure. Case 68224.,1
Your KYC has expired. Verify your details now using the link. Case 73525.,1
Your card will be blocked today. Confirm your PIN immediately. Case 17887.,1
Your payment of ₹25000 to Travel Services was successful. Reference 42264.,0
Your card will be blocked today. Confirm your PIN immediately. Case 25776.,1
Share the verification code you received to secure your account. Case 51079.,1
Your payment of ₹5000 to Supermarket was successful. Reference 82851.,0
Send your OTP now to prevent your account from being suspended. Case 24031.,1
Your account balance has been updated after your transaction. Reference 44079.,0
Your payment of ₹750 to Mobile Service was successful. Reference 42778.,0
Your account has been credited with ₹1000. Reference 44184.,0
Congratulations! You won ₹10000. Pay a fee to claim your reward. Case 97896.,1
Your deposit of ₹500 has been credited to your account. Reference 55653.,0
Your payment due date is 15 September. Reference 96772.,0
Your recurring payment of ₹50000 was completed. Reference 76412.,0
Send your OTP now to prevent your account from being suspended. Case 65823.,1
Your recurring payment of ₹500 was completed. Reference 41278.,0
Your transaction reference TXN5937 has been completed. Reference 34371.,0
Your refund of ₹1500 has been processed. Reference 12408.,0
Your mobile recharge of ₹1000 was successful. Reference 28102.,0
Your bank transfer to City Bank is complete. Reference 75404.,0
We detected a problem with your account. Click the link and verify now. Case 68973.,1
Your refund of ₹5000 has been processed. Reference 39423.,0
Your transfer of ₹750 has been completed successfully. Reference 60279.,0
We detected a problem with your account. Click the link and verify now. Case 51853.,1
Your account will be permanently closed unless you update your KYC now. Case 47810.,1
Click this link immediately to avoid account closure. Case 70014.,1
Click here to receive your refund immediately. Case 96805.,1
Your recurring payment of ₹50000 was completed. Reference 76227.,0
Your KYC has expired. Verify your details now using the link. Case 90028.,1
We detected a problem with your account. Click the link and verify now. Case 72818.,1
Your KYC has expired. Verify your details now using the link. Case 77194.,1
Your bank account is at risk. Provide your OTP now. Case 85472.,1
Click this link immediately to avoid account closure. Case 40451.,1
Your payment of ₹500 to Mobile Service was successful. Reference 87883.,0
Your transaction history has been updated. Reference 19557.,0
Urgent! Your account will be blocked unless you verify immediately. Case 92589.,1
Send your OTP now to prevent your account from being suspended. Case 22752.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 49438.,1
Your payment due date is 25 September.,0
Your payment due date is 25 September. Reference 11276.,0
Your transaction history has been updated. Reference 20013.,0
Your card payment at Electricity Board for ₹10000 was approved.,0
Your payment of ₹1500 to Mobile Service was successful. Reference 46418.,0
Your ATM withdrawal of ₹10000 was successful.,0
Your scheduled payment of ₹50000 has been processed. Reference 78151.,0
Your scheduled payment of ₹10000 has been processed.,0
Your mobile recharge of ₹10000 was successful. Reference 83726.,0
Your bank transfer to Supermarket is complete. Reference 47750.,0
Share the verification code you received to secure your account. Case 21825.,1
Urgent! Your account will be blocked unless you verify immediately. Case 15747.,1
Your bank transfer to City Bank is complete. Reference 58442.,0
Send your OTP now to prevent your account from being suspended. Case 75291.,1
Your debit card transaction of ₹5000 was completed.,0
Your payment failed. Enter your card details at this link to receive a refund. Case 53704.,1
Your scheduled payment of ₹10000 has been processed. Reference 23090.,0
Your payment due date is 10 September. Reference 84560.,0
Your recurring payment of ₹750 was completed. Reference 28558.,0
Your ATM withdrawal of ₹1500 was successful. Reference 92317.,0
Your ATM withdrawal of ₹2500 was successful. Reference 36894.,0
Verify your PIN through this link to unlock your account. Case 74450.,1
Your payment due date is 25 September. Reference 72041.,0
Your loan payment of ₹25000 has been received. Reference 90634.,0
Your scheduled payment of ₹50000 has been processed. Reference 40266.,0
Your bank transfer to City Bank is complete. Reference 11031.,0
Your account will be permanently closed unless you update your KYC now. Case 97993.,1
Your recurring payment of ₹2500 was completed. Reference 91915.,0
Your transaction history has been updated. Reference 94363.,0
Urgent verification required. Failure to respond will result in account suspension. Case 99337.,1
Verify your PIN through this link to unlock your account.,1
Your recurring payment of ₹750 was completed. Reference 37912.,0
Your mobile recharge of ₹10000 was successful. Reference 48426.,0
Your KYC has expired. Verify your details now using the link. Case 58887.,1
Your account has been credited with ₹1500. Reference 85775.,0
Your scheduled payment of ₹25000 has been processed. Reference 25615.,0
Your transfer of ₹50000 has been completed successfully. Reference 25725.,0
We detected a problem with your account. Click the link and verify now. Case 25626.,1
Your account has suspicious activity. Send your banking password for verification. Case 25644.,1
Your scheduled payment of ₹2500 has been processed.,0
Your account statement for April is now available. Reference 87858.,0
Congratulations! You won ₹25000. Pay a fee to claim your reward. Case 36248.,1
Congratulations! You won ₹100000. Pay a fee to claim your reward. Case 70079.,1
Your ATM withdrawal of ₹1500 was successful. Reference 90364.,0
Your payment due date is 25 September. Reference 60012.,0
Your payment of ₹2500 to Supermarket was successful.,0
Your transaction history has been updated.,0
Click here to receive your refund immediately. Case 33066.,1
Your KYC has expired. Verify your details now using the link. Case 22265.,1
Your monthly account summary is available to view. Reference 93345.,0
Your refund of ₹10000 has been processed.,0
Your account will be permanently closed unless you update your KYC now.,1
Your ATM withdrawal of ₹10000 was successful. Reference 25264.,0
Your scheduled payment of ₹10000 has been processed. Reference 85584.,0
Your account has suspicious activity. Send your banking password for verification. Case 96849.,1
Your mobile recharge of ₹1000 was successful. Reference 51766.,0
Your ATM withdrawal of ₹1000 was successful. Reference 60747.,0
Your transfer of ₹1500 has been completed successfully. Reference 33803.,0
Your debit card transaction of ₹500 was completed. Reference 11600.,0
Your mobile recharge of ₹1000 was successful. Reference 18665.,0
Urgent! Your account will be blocked unless you verify immediately. Case 90864.,1
Your card payment at ABC Store for ₹50000 was approved. Reference 10599.,0
Your ATM withdrawal of ₹5000 was successful. Reference 90149.,0
Your card payment at ABC Store for ₹500 was approved.,0
Your bank transfer to ABC Store is complete.,0
Urgent verification required. Failure to respond will result in account suspension. Case 68149.,1
We detected a problem with your account. Click the link and verify now. Case 68360.,1
Your deposit of ₹10000 has been credited to your account.,0
Your recurring payment of ₹50000 was completed. Reference 49926.,0
Your deposit of ₹2500 has been credited to your account. Reference 31955.,0
Your bank transfer to Mobile Service is complete. Reference 29405.,0
Your scheduled payment of ₹1000 has been processed. Reference 62664.,0
Congratulations! You won ₹10000. Pay a fee to claim your reward.,1
Your payment due date is 20 September. Reference 32298.,0
Your debit card transaction of ₹10000 was completed.,0
Your account statement for February is now available.,0
Your reward is waiting. Submit your banking details immediately.,1
Your debit card transaction of ₹1500 was completed. Reference 99850.,0
Urgent! Your account will be blocked unless you verify immediately. Case 46725.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 85513.,1
Click this link immediately to avoid account closure. Case 79607.,1
Your recurring payment of ₹50000 was completed. Reference 41886.,0
You have been selected for a cash reward. Enter your card details to claim it. Case 58200.,1
Your account has been credited with ₹750.,0
Your payment of ₹1000 to Mobile Service was successful. Reference 92058.,0
Congratulations! You won ₹25000. Pay a fee to claim your reward. Case 12844.,1
Your mobile recharge of ₹2500 was successful. Reference 22759.,0
You have been selected for a cash reward. Enter your card details to claim it. Case 83024.,1
Your bank transfer to ABC Store is complete. Reference 67417.,0
Your bank account is at risk. Provide your OTP now. Case 57241.,1
We detected a problem with your account. Click the link and verify now. Case 32571.,1
We detected a problem with your account. Click the link and verify now. Case 68580.,1
Your mobile recharge of ₹5000 was successful. Reference 57672.,0
Send your OTP now to prevent your account from being suspended. Case 60801.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 49666.,1
Your scheduled payment of ₹2500 has been processed. Reference 38986.,0
Congratulations! You won ₹10000. Pay a fee to claim your reward. Case 44891.,1
Your card payment at Electricity Board for ₹1500 was approved. Reference 78562.,0
Your reward is waiting. Submit your banking details immediately. Case 39770.,1
Urgent! Your account will be blocked unless you verify immediately. Case 29048.,1
Your card payment at City Bank for ₹50000 was approved.,0
Your payment failed. Enter your card details at this link to receive a refund. Case 38624.,1
Act now! Your account security check expires today. Case 45779.,1
Act now! Your account security check expires today. Case 80275.,1
Your ATM withdrawal of ₹250 was successful. Reference 28659.,0
Your recurring payment of ₹500 was completed. Reference 22178.,0
Security alert! Share your verification code to cancel the suspicious transaction. Case 62108.,1
Congratulations! You won ₹25000. Pay a fee to claim your reward. Case 70619.,1
Your payment due date is 10 September.,0
Verify your PIN through this link to unlock your account. Case 94907.,1
Your bank account is at risk. Provide your OTP now. Case 93472.,1
Your transaction reference TXN2684 has been completed.,0
Your reward is waiting. Submit your banking details immediately. Case 68479.,1
Your card payment at City Bank for ₹1500 was approved. Reference 92864.,0
Your account will be permanently closed unless you update your KYC now. Case 19188.,1
Your bank transfer to Travel Services is complete.,0
Your reward is waiting. Submit your banking details immediately. Case 11403.,1
Urgent! Your account will be blocked unless you verify immediately.,1
Your account has suspicious activity. Send your banking password for verification. Case 29655.,1
Your mobile recharge of ₹5000 was successful. Reference 91690.,0
Your bank account is at risk. Provide your OTP now. Case 96628.,1
Your transaction reference TXN4821 has been completed. Reference 41148.,0
Your payment of ₹2500 to Electricity Board was successful. Reference 81932.,0
Congratulations! You won ₹100000. Pay a fee to claim your reward.,1
You have been selected for a cash reward. Enter your card details to claim it. Case 28141.,1
Your account will be permanently closed unless you update your KYC now. Case 49800.,1
Your ATM withdrawal of ₹5000 was successful. Reference 20545.,0
You have been selected for a cash reward. Enter your card details to claim it. Case 64594.,1
Your loan payment of ₹250 has been received. Reference 83377.,0
Click here to receive your refund immediately. Case 82789.,1
Your loan payment of ₹500 has been received.,0
Your bank account is at risk. Provide your OTP now. Case 63713.,1
Your transfer of ₹25000 has been completed successfully. Reference 77489.,0
Your payment failed. Enter your card details at this link to receive a refund. Case 34134.,1
Your reward is waiting. Submit your banking details immediately. Case 11197.,1
Your account has been credited with ₹250.,0
Your loan payment of ₹1500 has been received. Reference 83825.,0
Your account statement for August is now available. Reference 59332.,0
Your refund of ₹2500 has been processed. Reference 87772.,0
Your loan payment of ₹5000 has been received. Reference 48036.,0
Your electricity bill payment of ₹5000 was processed. Reference 49599.,0
Your account balance has been updated after your transaction. Reference 95597.,0
Your debit card transaction of ₹10000 was completed. Reference 57223.,0
You have been selected for a cash reward. Enter your card details to claim it. Case 47083.,1
Your card will be blocked today. Confirm your PIN immediately. Case 75483.,1
Your loan payment of ₹750 has been received. Reference 49173.,0
Share the verification code you received to secure your account. Case 57281.,1
Your recurring payment of ₹1000 was completed. Reference 84349.,0
Your card payment at Online Market for ₹500 was approved. Reference 86238.,0
Your bank account is at risk. Provide your OTP now. Case 81267.,1
Your payment due date is 15 September. Reference 40938.,0
Your KYC has expired. Verify your details now using the link. Case 12277.,1
Urgent verification required. Failure to respond will result in account suspension. Case 97932.,1
Security alert! Share your verification code to cancel the suspicious transaction. Case 49343.,1
Your payment due date is 20 September. Reference 39588.,0
Act now! Your account security check expires today.,1
Your monthly account summary is available to view. Reference 50952.,0
Your transaction reference TXN5937 has been completed. Reference 72670.,0
Your loan payment of ₹10000 has been received. Reference 83801.,0
Urgent! Your account will be blocked unless you verify immediately. Case 15913.,1
Your account statement for May is now available. Reference 31964.,0
Your transfer of ₹500 has been completed successfully.,0
Click this link immediately to avoid account closure. Case 60789.,1
Urgent verification required. Failure to respond will result in account suspension. Case 78632.,1
Your electricity bill payment of ₹25000 was processed.,0
Your monthly account summary is available to view. Reference 44469.,0
Your account has suspicious activity. Send your banking password for verification. Case 54433.,1
Urgent! Your account will be blocked unless you verify immediately. Case 95792.,1
Your bank account is at risk. Provide your OTP now. Case 27727.,1
Your account will be permanently closed unless you update your KYC now. Case 69177.,1
Someone attempted a transaction. Give us your OTP to cancel it. Case 90225.,1
Your payment failed. Enter your card details at this link to receive a refund. Case 68355.,1
Your reward is waiting. Submit your banking details immediately. Case 22499.,1
Verify your PIN through this link to unlock your account. Case 93614.,1
Your debit card transaction of ₹25000 was completed. Reference 88470.,0
Send your OTP now to prevent your account from being suspended. Case 98867.,1
Your recurring payment of ₹1000 was completed.,0
You have been selected for a cash reward. Enter your card details to claim it. Case 52777.,1
Your card will be blocked today. Confirm your PIN immediately. Case 34259.,1
Your card payment at Supermarket for ₹1500 was approved.,0
Your payment of ₹1500 to Travel Services was successful. Reference 76655.,0
Your transfer of ₹10000 has been completed successfully.,0
Your refund of ₹250 has been processed. Reference 34931.,0
Your refund of ₹2500 has been processed. Reference 56179.,0
Your payment due date is 20 September. Reference 54560.,0
Your recurring payment of ₹2500 was completed. Reference 29571.,0
Your bank transfer to Electricity Board is complete.,0
Your payment due date is 25 September. Reference 70655.,0
Your refund of ₹25000 has been processed.,0
Your card payment at Online Market for ₹2500 was approved. Reference 88335.,0
Your deposit of ₹250 has been credited to your account.,0
Your loan payment of ₹25000 has been received.,0
Your account statement for June is now available. Reference 30410.,0
Your account balance has been updated after your transaction. Reference 48103.,0
Share the verification code you received to secure your account. Case 44034.,1
Your account has been credited with ₹25000.,0
